-0.0935311,0.103386,0.0182009
-0.0933654,0.103084,0.0174655
-0.0941606,0.112097,0.0175045
-0.0935185,0.115299,0.0180401
-0.0934367,0.103793,0.0213644
-0.0934318,0.103875,0.0216738
-0.0934615,0.104095,0.0221113
-0.0940257,0.105691,0.0218527
-0.0939669,0.105481,0.021879
-0.0937628,0.104085,0.0182008
-0.0938647,0.114291,0.0220252
-0.0939478,0.11407,0.0217105
-0.0941531,0.113393,0.021328
-0.0936101,0.115063,0.0221242
-0.0935583,0.11535,0.0216764
-0.0937755,0.11476,0.0213784
-0.0937313,0.11484,0.0215857
-0.0933419,0.116004,0.0215897
-0.093427,0.115631,0.0179678
-0.094243,0.111794,0.017716
-0.0941513,0.105628,0.0179246
-0.0941327,0.105568,0.0181206
-0.0942074,0.105965,0.0180887
-0.0935839,0.103542,0.018086
-0.093564,0.103509,0.0179825
-0.0940191,0.112967,0.0175654
-0.0939501,0.113565,0.0181306
-0.0932563,0.107118,0.0384485
-0.0938555,0.113811,0.0178429
-0.0940184,0.113432,0.0184631
-0.0937428,0.114782,0.0189293
-0.0934966,0.115703,0.0187576
-0.0942317,0.112463,0.0185279
-0.093711,0.103925,0.0183999
-0.0939948,0.104881,0.0189782
-0.0933204,0.10295,0.0192916
-0.0937156,0.103979,0.0189119
-0.0935079,0.103339,0.0185403
-0.0936076,0.104784,0.0228923
-0.0933903,0.104342,0.023036
-0.0934076,0.10443,0.0231305
-0.0939912,0.105817,0.0225056
-0.0938091,0.105283,0.0227739
-0.0941259,0.106427,0.0227596
-0.0941896,0.112543,0.0226469
-0.0938004,0.114281,0.0226139
-0.093834,0.113823,0.023237
-0.0940232,0.113121,0.023126
-0.0934979,0.115144,0.0228142
-0.0936865,0.114517,0.0229447
-0.0938265,0.104741,0.0212833
-0.0933094,0.104374,0.0234733
-0.0937683,0.105719,0.0238319
-0.0936654,0.105488,0.023946
-0.0941676,0.107081,0.0236098
-0.0940716,0.107062,0.0240627
-0.0941909,0.107641,0.0240461
-0.0941799,0.107899,0.0241914
-0.0938223,0.10465,0.0208729
-0.0942358,0.111608,0.0233832
-0.0940069,0.112092,0.0241383
-0.0940729,0.111731,0.0241096
-0.0935782,0.114318,0.0238393
