-0.0923286,0.132149,0.017666
-0.0925328,0.131585,0.0173873
-0.0883312,0.111306,0.018105
-0.0877058,0.110768,0.0179557
-0.086729,0.148645,0.00794504
-0.0869036,0.147571,0.00798827
-0.0866127,0.147871,0.00774443
-0.0680738,0.170124,-0.0325044
-0.0809571,0.154518,0.0235004
-0.0675147,0.170008,-0.0333823
-0.068414,0.170118,-0.0317422
-0.0783756,0.155698,0.0180555
-0.0215187,0.126899,0.0159859
-0.0211844,0.126998,0.0162157
-0.0223085,0.126559,0.0162023
-0.0222992,0.126484,0.0166282
-0.0222327,0.126605,0.0161022
-0.021658,0.126613,0.0172148
-0.0229148,0.125798,0.0185996
-0.022427,0.125948,0.0186958
-0.0240476,0.125271,0.018948
-0.0243504,0.124936,0.0196088
-0.0233605,0.125421,0.0191738
-0.0230143,0.125439,0.0194804
-0.0244536,0.124399,0.020805
-0.0243139,0.124786,0.0199982
-0.0244182,0.124664,0.0202001
-0.0258278,0.123508,0.0220159
-0.0251677,0.123869,0.0217168
-0.0247704,0.124142,0.0212639
-0.0880856,0.100768,0.0216461
-0.0762485,0.155633,0.0113433
-0.0685816,0.169869,-0.0306933
-0.0226922,0.0388064,0.0539959
-0.0698385,0.155524,0.00544919
-0.0601347,0.0446938,0.0425957
-0.0790603,0.155373,0.020284
-0.0529749,0.151585,0.0183778
-0.0529805,0.151495,0.0186738
-0.0704674,0.177142,-0.0475193
-0.0756921,0.155523,0.0098191
-0.026944,0.122732,0.0231774
-0.0265717,0.123008,0.022738
-0.0260083,0.123312,0.0224131
-0.0257445,0.123303,0.022728
-0.0275362,0.122024,0.0242624
-0.0268742,0.122306,0.0243694
-0.026442,0.122803,0.0235092
-0.026449,0.122552,0.024162
-0.0282311,0.121276,0.0256996
-0.0286846,0.121291,0.0255394
-0.0277808,0.121613,0.0249783
-0.0276394,0.121827,0.0246224
-0.0289635,0.120669,0.0269446
-0.0286482,0.120721,0.0268741
-0.0287131,0.121157,0.0258428
-0.0278414,0.121249,0.0258762
-0.0425191,0.169182,0.00182477
-0.0420498,0.169732,0.00133062
-0.0299975,0.120045,0.0280516
-0.0214564,0.123824,0.0248208
-0.0219135,0.123779,0.024526
-0.0294085,0.12048,0.0272448
-0.0301841,0.119784,0.0284316
-0.0171494,0.162245,-0.0151923
-0.0587282,0.0459695,0.0420638
-0.0687426,0.155373,0.00219528
-0.0882178,0.100115,0.0217474
-0.0139707,0.128282,0.0216009
-0.0149954,0.127971,0.0215436
-0.0908392,0.137829,0.0188318
-0.0855107,0.0815494,0.0204372
-0.0874716,0.10206,0.0219611
-0.0064449,0.130439,0.0190436
-0.0510247,0.0527098,0.0205515
-0.0546206,0.152904,0.0243673
-0.0553988,0.153175,0.0264458
-0.0548036,0.152538,0.0262113
-0.0581543,0.153597,0.0301605
-0.0583488,0.153839,0.02941
-0.0577452,0.153813,0.0288784
-0.0864319,0.145138,0.00784077
-0.0861678,0.14577,0.0074432
-0.0154798,0.186051,-0.0225393
-0.0800947,0.071362,0.0167337
-0.0754008,0.155688,0.0107032
-0.0877445,0.101608,0.0216928
-0.0879782,0.101123,0.0216079
-0.0585975,0.0468446,0.0303423
-0.0570754,0.0474896,0.0303089
-0.0868004,0.103576,0.0219189
-0.0641077,0.170134,-0.0455963
-0.0478587,0.162461,0.00629836
-0.0484521,0.162812,0.00598399
-0.0639677,0.17537,-0.0531185
-0.0635487,0.174909,-0.0534894
-0.0721891,0.15614,0.0122774
-0.0728431,0.169992,-0.0277969
-0.0732416,0.169853,-0.0276725
-0.0742513,0.175304,-0.0417442
-0.073604,0.175247,-0.041704
-0.0762574,0.171764,-0.0361077
-0.0758838,0.171908,-0.0359834
-0.0659903,0.159058,-0.0115125
-0.0658207,0.15885,-0.0114475
-0.0665602,0.158436,-0.00934691
-0.0740899,0.16829,-0.0247681
-0.0740546,0.168289,-0.0247228
-0.0732291,0.168395,-0.0241496
-0.073712,0.16816,-0.0240646
-0.0711284,0.170006,-0.0279951
-0.0543468,0.160693,0.00558979
-0.0533307,0.161037,0.00602442
-0.0726342,0.169559,-0.0265326
-0.0292597,0.116629,0.0323665
-0.0209822,0.124072,0.0247811
-0.0213749,0.124109,0.0241759
-0.0169075,0.124756,0.0271592
-0.0169143,0.124881,0.0268942
